Cód Produto;Descrição;CORRIGIDO
1301002886;BANDEJA OU PRATELEIRA PARA RAC;1301002886
1301002893;CABO DE REDE CAT.6 FURUKAWA, 3;1301002893
1301002901;FITA HELLERMAN 30 CM - COR PT;1301002901
1301002908;RELE FINDER IMPULSO MOLDULAR;1301002908
1301002909;LUMINARIA PANFLON DE EMBUTIR R;1301002909
1301002928;CANALETA ENERBRAS DE���PIS;1301002928
1301002930;CAIXA DE PASSAGEM DE EMBUTIR 3;1301002930
1301002968;FIBRA OPTICA INDOOR OUTDOOR;1301002968
1301002969;PARAFUSOS 5/16X1/2;1301002969
1301002970;PARAFUSOS 5/16X3/4;1301002970
1301002971;PORCA SEXTAVADA���5/;1301002971
1301002972;DISJUNTOR TRIPOL CURVA C DE 60;1301002972
1301002973;ABRACADEIRA TIPO D 2 POL;1301002973
1301002974;CURVA PARA ELETRODUTO 2 POL;1301002974
1301002975;DISJUNTOR BIPOL CURVA C DE 20A;1301002975
1301002976;JUNCAO INTERNA PERFILADO TP L;1301002976
1301002995;PLAFONIER PLAFON 100W E27;1301002995
1301003001;LUMINARIA EMB LED QUAD 24W;1301003001
1301003002;REATOR DE LED DRIVER 18W;1301003002
1301003006;VALVULA REDUTORA PRESSAO 3/4;1301003006
1301003007;CONJUNTO 4X4 COM 02 TOMADA DUP;1301003007
1301003009;CONJUNTO 4X2 COM INTERRUP. SIM;1301003009
1301003010;CONJUNTO 4X2 COM 01 TOMADA SIM;1301003010
1301003022;PLACA 4X2 - 1 MODULOS;1301003022
1301003023;PLACA 4X2 - 2 MODULOS;1301003023
1301003027;ESPELHO CEGO 4X2;1301003027
1301003028;ESPELHO CEGO 4X4;1301003028
1301003037;LAMPADA LED BULBO 17W 6500K;1301003037
1301003038;LAMPADA TUBULAR 16W 1850LMS;1301003038
1301003039;TOMADA SOBREPOR 3P+T+N 32A;1301003039
1301003040;LAMPADA TUBULAR T8/18W 6500K;1301003040
1301003048;LAMPADA TUBULAR LED T5 8W 6500;1301003048
1301003130;LUVA COMPRESSAO 70MM;1301003130
1301003131;LUVA COMPRESSAO 50MM;1301003131
1301003137;KIT TERMINAL ELETRICO;1301003137
1302000001;CIMENTO 5KG;1302000001
1302000002;CIMENTO 50KG;1302000002
1302000006;"ARRUELA  LISA FERRO 1/4""";1302000006
1302000019;SELANTE PU30;1302000019
1302000023;ARGAMASSA SUPER GRAUTE 25 KG;1302000023
1302000027;PRENDEDOR DE PORTA P/ PISO;1302000027
1302000033;TORNEIRA DE MESA;1302000033
1302000036;VALVULA LAVATORIO;1302000036
1302000040;GAVETEIRO;1302000040
1302000043;BALDE DE MASSA DRYWALL;1302000043
1302000044;PAINEL DE GESSO 1,20X1,80 MT;1302000044
1302000052;FECHADURA COM CHAVE;1302000052
1302000053;GANCHO P/ BUCHA 8;1302000053
1302000056;BARRA CHATA ACO DE CARBONO;1302000056
1302000058;CHAPA GALVANIZADA;1302000058
1302000062;REDE PROTECAO DE NAYLON;1302000062
1302000067;TELA SOLDADA;1302000067
1302000072;PARAFUSO GN 25;1302000072
1302000075;MINI TRINCO C/ FURO 35MM;1302000075
1302000076;OLEO DESENGRIPANTE WD 40;1302000076
1302000082;MACANETA SIMPLES CROMADA;1302000082
1302000084;BROCA ACCO RAPIDO 10 MM;1302000084
1302000085;PROTETOR DE FERRO GUARD RAIL;1302000085
1302000100;PARAFUSO AUTO BROCANTE PHS;1302000100
1302000106;� PARAFUSO 3,5 X 35MM CHIPBOAR;1302000106
1302000112;� PARAFUSO DRYWALL 3,5 X 45MM;1302000112
1302000124;PERFIL Z CHAPA XADREZ 3 MM;1302000124
1302000125;PO DE PEDRA;1302000125
1302000130;TUBO RETANGULAR METALON;1302000130
1302000145;TELA MOSQUETEIRO;1302000145
1302000147;CHUMBADOR 3/8 X 3,5;1302000147
1302000149;TEE 3/4 X 1/2;1302000149
1302000150;TUBO MARROM 20 - 6M;1302000150
1302000151;REDUCAO 32 P/ 25;1302000151
1302000152;REDUCAO 25 P/ 20;1302000152
1302000156;TELA DE NYLON;1302000156
1302000159;PARAFUSO BROCANTE 4,2 MM;1302000159
1302000160;PARAFUSO 4.8 X 38;1302000160
1302000161;BUCHA DRYWALL 8MM;1302000161
1302000163;MASSA CORRIDA;1302000163
1302000168;FECHADURA BICO PAPAGAIO;1302000168
1302000170;FECHADURA PADO 725;1302000170
1302000173;MANGUEIRA C/ ENGATE E ESGUICHO;1302000173
1302000175;SIFAO FLEX SANFONADO;1302000175
1302000176;ACABAMENTO REGISTRO;1302000176
1302000177;ENGATE FLEXIVEL PARA LAVATORIO;1302000177
1302000179;BRACO PARA CHUVEIRO;1302000179
1302000180;VALVULA DESCARGA MICTORIO 1174;1302000180
1302000183;TORNEIRA PARA LAVATORIO 1,2'';1302000183
1302000189;TORNEIRA DE JARDIM;1302000189
1302000190;TEE PVC 3/4;1302000190
1302000191;TUBO PVC MARROM 25MM;1302000191
1302000193;LUVA PVC 25MM;1302000193
1302000211;TELA GALVANIZADA;1302000211
1302000212;CINTA HELLERMAN 5MMX450;1302000212
1302000213;CINTA HELLERMAN 3MMX150MM;1302000213
1302000214;BUCHA DE NYLON 5MM;1302000214
1302000216;COMPOUND ADESIVO;1302000216
1302000219;MANGUEIRA;1302000219
1302000237;"ESPIGAO DE LATAO 1/2""";1302000237
1302000238;ESPIGAO FIXO 3/4X3/8;1302000238
1302000243;GUIA 50MM;1302000243
1302000244;SPUD PARA VASO SANITARIO;1302000244
1302000245;COLA PARA CANO PVC;1302000245
1302000247;LUVA AZUL LR 3/4;1302000247
1302000248;COTOVELO MARROM 3/4;1302000248
1302000249;LUVA MARROM 3/4;1302000249
1302000250;LUVA SOLDAVEL COM ROSCA LR 3/4;1302000250
1302000251;TAMPAO COM ROSCA PLUG 1/2;1302000251
1302000252;TAMPAO COM ROSCA PLUG 3/4;1302000252
1302000253;FITA VEDA ROSCA TEFLON;1302000253
1302000259;AREIA MEDIA;1302000259
1302000261;TAMPA DE RALO 100MM;1302000261
1302000263;PARAFUSO AUTOBROCANTE 25MM;1302000263
1302000264;PARAFUSO CAB LENTILHA 1/4X3/4;1302000264
1302000265;GESSO EM PO;1302000265
1302000268;CABO DE ACO;1302000268
1302000270;PARABOLT;1302000270
1302000272;CAP MARRON PVC SOLDAVEL  1.1/2;1302000272
1302000277;BARRA DE FERRO QUADRADA 40X40;1302000277
1302000280;TRILHO DESLIZANTE;1302000280
1302000285;ROLDANA SIMPLES UNIVERSAL;1302000285
1302000288;SILICONE ACETICO INCOLOR;1302000288
1302000299;COLA DE CANO;1302000299
1302000300;ADESIVO CASCOLA;1302000300
1302000302;SOLVENTE PARA COLA;1302000302
1302000304;COLA SUPER BONDER 100GR;1302000304
1302000305;REPARO REGISTRO 3/4;1302000305
1302000306;REPARO DE VALVULA DOCOL;1302000306
1302000310;NIPLE ROSC;1302000310
1302000316;VIDRO TEMPERADO INCOLLOR 8MM;1302000316
1302000317;SOLEIRA PISO;1302000317
1302000319;FORRO FIBRA MINERAL HD;1302000319
1302000320;TORNEIRA PARA BEBEDOURO;1302000320
1302000321;REGISTRO ESFERA METAL 3/4;1302000321
1302000322;ADAPTADOR SOLDAVEL 3/4 25MM;1302000322
1302000327;COTOVELO PVC MARROM 32MM;1302000327
1302000328;COTOVELO DE PVC MARROM 40MM;1302000328
1302000331;LUVA PVC MARROM 32MM;1302000331
1302000335;TORNEIRA DE JARDIM;1302000335
1302000336;REGISTRO ESFERA DE LATAO 3/4;1302000336
1302000338;REGISTRO ESFERA PVC 85MM;1302000338
1302000340;REGISTRO ESFERA 1;1302000340
1302000342;ADAPTADOR CURTO 25MM;1302000342
1302000343;ADAPTADOR SOLDAVEL 3/4;1302000343
1302000350;COTOVELO AZUL 3/4;1302000350
1302000351;COTOVELO DERIVACAO 90�;1302000351
1302000354;COTOVELO PVC MARROM 3/4;1302000354
1302000355;COTOVELO ROSCA FEMEA 1/2;1302000355
1302000356;COTOVELO AZUL C/ ANEL 40MM;1302000356
1302000358;LUVA REDUCAO PVC 1''X3/4;1302000358
1302000361;LUVA SOLDAVEL PVC 85MM;1302000361
1302000369;VELCRO;1302000369
1302000371;ESTANHO EM FIO PARA SOLDA 500G;1302000371
1302000375;COLA BRANCA PVC;1302000375
1302000377;NIPEL ROSCA 3/4;1302000377
1302000382;TEE MARROM 3/4;1302000382
1302000383;TORNEIRA PIA LAVATORIO;1302000383
1302000384;TUBO MARROM SOLD 25MM;1302000384
1302000388;CANO PVC;1302000388
1302000389;DOBRADICA FERRO 3 1/2;1302000389
1302000391;FECHADURA ESTREITA;1302000391
1302000395;MONTANTE 50MM;1302000395
1302000396;REGISTRO ESFERA PVC 3/4;1302000396
1302000398;PLACA DE DRYWALL;1302000398
1302000401;FITA TELADA P/ DRYWALL;1302000401
1302000413;ENGATE RAPIDO 1/2;1302000413
1302000414;BUCHA REDUCAO COM ROSCA 3/4;1302000414
1302000415;ABRACADEIRA RSF 09X013X019MM;1302000415
1302000417;FERROLHO TRINCO N 2 - DIREITO;1302000417
1302000421;PUXADOR FORSUL N4;1302000421
1302000422;PORTA CADEADO ACO GALVANIZADO;1302000422
1302000424;JOELHO;1302000424
1302000434;ABRACADEIRA NYLON 536MMX13,7MM;1302000434
1302000435;ABRACADEIRA NYLON 500 MM;1302000435
1302000440;PARAFUSO C/BUCHA 10;1302000440
1302000444;TEE DN 32;1302000444
1302000446;REDUCAO DN 32 PARA DN 20;1302000446
1302000447;LUVA DN 20;1302000447
1302000449;CAP SOLDAVEL DN 25;1302000449
1302000452;VASO SANITARIO C/ CX ACOPLADA;1302000452
1302000453;CAIXA ACOPLADA VASO SANIT BRAN;1302000453
1302000454;PARAFUSO VASO SANIT 10;1302000454
1302000455;ANEL VEDACAO COM GUIA;1302000455
1302000456;ENGATE FLEXIVEL 50CM;1302000456
1302000457;ABRACADEIRA NYLON 100MMX2,5MM;1302000457
1302000458;ABRACADEIRA NYLON 450MMX4,8MM;1302000458
1302000459;ABRACADEIRA NYLON  4,8X300MM;1302000459
1302000460;TUBO REDONDO;1302000460
1302000462;BUCHA REDUCAO SOLDAVEL 50X25;1302000462
1302000465;FILTRO REGULADOR DE PRESSAO;1302000465
1302000467;PORCA AUTOTRAVANTE 3 REGULADOR;1302000467
1302000474;ARGAMASSA 20KG;1302000474
1302000475;REJUNTE ACRILICO;1302000475
1302000482;GESSO LENTO 50KG;1302000482
1302000486;ASSENTO SANITARIO ALMOFADADO;1302000486
1302000487;ASSENTO SANITARIO SIMPLES;1302000487
1302000493;VIGA U;1302000493
1302000496;DISCO DE CORTE 115X1,0X22MM;1302000496
1302000506;PREGO 18X27;1302000506
1302000509;VERNIZ MOGNO 3,6 L;1302000509
1302000513;COTOVELO PVC 6'';1302000513
1302000517;BARRA CANO DE PVC MARROM 3/4;1302000517
1302000518;TAMPAO CAP PVC 50MM;1302000518
1302000519;COTOVELO PVC 45��� 50;1302000519
1302000520;BARRA CANO PVC 50MM;1302000520
1302000521;LAMINA SERRA MANUAL 12'';1302000521
1302000528;ELETROGRADI 25X1.9 2114X1710MM;1302000528
1302000550;ELETRODO PARA SOLDA;1302000550
1302000557;GRAMPO SARGENTO TIPO C N��;1302000557
1302000561;PARAFUSO CAB PHILIPS 1/4X1.1/2;1302000561
1302000571;CAIXA PLASTICA;1302000571
1302000579;BALDE OBRA C/ ALCA;1302000579
1302000590;VALVULA RETENCAO PVC 50MM;1302000590
1302000601;OLEO HIDRAULICO 68;1302000601
1302000602;DESENGRAXANTE BIO-150;1302000602
1302000605;VALVULA RETENCAO PVC 25MM;1302000605
1302000610;PA ALLEN CHATA 3/9 X 3;1302000610
1302000611;JAQUETA E CONE 3/8;1302000611
1302000612;PROLONGADOR LISO 3/9 X 25;1302000612
1302000613;BROCA HP-M AR 14 MM;1302000613
1302000614;BROCA SDS PLUS 14 X 210;1302000614
1302000615;"CHUMBADOR PBA 3/8 X 5""";1302000615
1302000618;CHUMBADOR 5/8;1302000618
1302000620;SODA CAUSTICA ESCAMA;1302000620
1302000621;FORRO ISOPOR 20MM;1302000621
1302000622;SIFAO METAL  COPO;1302000622
1302000623;PISO CERAMICO;1302000623
1302000625;PARAFUSO C/ BUCHA 8MM;1302000625
1302000626;AREIA FINA;1302000626
1302000627;BLOCO 14X19X39;1302000627
1302000628;ESPUMA EXPANSIVA;1302000628
1302000631;GUIA 70MM;1302000631
1302000632;MONTANTE 70MM;1302000632
1302000633;CILINDRO COM CHAVE;1302000633
1302000641;TORNEIRA BEBEDOURO INDUSTRIAL;1302000641
1302000648;FITA ANTIDERRAPANTE 50MM X 5M;1302000648
1302000652;FITA DUPLA FACE 3M VERDE;1302000652
1302000653;ABRACADEIRA 200X3,6MM BRANCA;1302000653
1302000654;ABRACADEIRA 100X2,5MM PRETO;1302000654
1302000655;ABRACADEIRA 250X3,7MM PRETA;1302000655
1302000656;ABRACADEIRA 300X4,8MM PRETA;1302000656
1302000657;ABRACADEIRA 370X7,00MM PRETA;1302000657
1302000663;ENGATE RAPIDO;1302000663
1302000665;ARRUELA ALUMINIO 2;1302000665
1302000669;PARAFUSO CAB.LENTILHA 3/8;1302000669
1302000683;TUBO ISOLANTE ESPONJOSO 5/8;1302000683
1302000699;PORTA CORTA FOGO 210 X 130 CM;1302000699
1302000702;PARAFUSO CABECA CHATA 3/8X2���;1302000702
1302000704;PARAFUSO CHATO CF 3/8X2.1/2;1302000704
1302000711;ARRUELA LISA 1/4;1302000711
1302000712;ARRUELA LISA 3/8;1302000712
1302000713;BARRA ROSCADA 1/4;1302000713
1302000718;PARAFUSO SEXTAVADO 3/8;1302000718
1302000719;PORCA SEXTAVADA 1/4;1302000719
1302000723;EXTENSOR DE ALUMINIO;1302000723
1302000725;DOBRADICA INFERIOR;1302000725
1302000726;SUPORTE LATERAL;1302000726
1302000731;FECHADURA CENTRAL;1302000731
1302000732;FERROLHO S448 GALVANIZADO;1302000732
1302000736;PARAFUSO 25 7X4,2CM;1302000736
1302000739;ABRACADEIRA NYLON 2,5X200MM;1302000739
1302000740;MOLA DE SEGURANCA PORTA;1302000740
1302000741;BUCHA 06 MM;1302000741
1302000744;PARAFUSO C/BUCHA NYLON GESSO;1302000744
1302000757;PARAFUSO AUTOPERFURANTE 3/4;1302000757
1302000762;MARRETA DE BORRACHA 700GR;1302000762
1302000766;METACOIL METASIL S/ ENXAGUE;1302000766
1302000771;CHUMBADOR CBA 3/8 X 2.1/2;1302000771
1302000777;ADESIVO EPOXI LIQUIDO;1302000777
1302000790;REFIL FILTRO;1302000790
1302000793;BUCHA DRYWALL  08MM C PARAFUSO;1302000793
1302000803;TORNEIRA PAREDE;1302000803
1302000811;PORTA DE ALUMINIO;1302000811
1302000815;BOMBA PRESSURIZADORA DE AGUA;1302000815
1302000827;VALVULA ACIONAMENTO DESCARGA;1302000827
1302000835;MANGUEIRA DO GAS;1302000835
1302000836;ESCOVA BROXA PARA PINTURA RETANGULAR 2 TIGRE;1302000836
1302000850;PERFIL ALUMINIO 50 X 40;1302000850
1302000851;PARAFUSO CABECA FLANGEADA 19MM;1302000851
1302000852;PARAFUSO FLANGEADA 14MM;1302000852
1302000860;LIXA DE FERRO;1302000860
1302000861;CINTA HELLERMANN 150X2,5 MM;1302000861
1302000862;CINTA HELLERMANN 250X3,6;1302000862
1302000875;MECANISMO P/ CAIXA ACOPLADA;1302000875
1302000888;FITA ISOLANTE 3 MTS;1302000888
1302000897;ABRACADEIRA DE NYLON 580X10,6;1302000897
1302000902;CHAPA XADREZ;1302000902
1302000910;ROLO DE TELA ALAMBRADO FIA 14;1302000910
1302000914;BROCA SDS PLUS 10MM;1302000914
1302000916;CHUMBADOR PBA 3/8 C/ PORCA;1302000916
1302000918;ELETRODO E6013;1302000918
1302000930;ESPELHO CEGO 3/4 P/ CONDULETE;1302000930
1302000932;PARAFUSO 8X60 SEXTAVADO;1302000932
1302000933;PARAFUSO AUTO BROCANTE 3/4;1302000933
1302000934;PARAFUSO AUTO BROCANTE 5/16;1302000934
1302000936;BUCHA PARA GESSO 10MM;1302000936
1302000937;PARAFUSO PHILIPS 5X10;1302000937
1302000939;RALO DE INOX REDONDO 15 CM;1302000939
1302000940;MOLA PARA PORTA 150��� 45KG AL;1302000940
1302000948;RODO DE PORTA;1302000948
1302000949;TUBO LIGACAO SANFONADA;1302000949
1302000951;CHUMBADOR PBA 1/2;1302000951
1302000952;ARAME GALVANIZADO FIO16;1302000952
1302000953;DISCO DIAMANTADO CORTE A SECO;1302000953
1302000955;DISCO DE LIXA PARA FERRO LIXAD;1302000955
1302000958;COLA DE CONTATO;1302000958
1302000962;ABRACADEIRA NYLON 3,6X250;1302000962
1302000964;PERFILADO EM ACO M70X3000MM;1302000964
1302000969;VALVULA RETENCAO 1'';1302000969
1302000971;FITA TELADA;1302000971
1302000972;CANTONEIRA BRANCA;1302000972
1302000974;VEDA CALHA;1302000974
1302000975;RALO REDONDO DE INOX;1302000975
1302000976;ESPATULA CASTOR PLASTICA;1302000976
1302000981;TORNEIRA DOCOL  AUTOMATICA;1302000981
1302000982;AGUA RAZ;1302000982
1302000984;TE REDUCAO PVC MARROM 50X25MM;1302000984
1302000994;"BARRA CANO DE PVC 1""";1302000994
1302000996;"JOELHO 90��� MARROM""";1302000996
1302000998;"TE  90��� MARRO""";1302000998
1302001003;ADESIVO COLA PLASTICO PVC 175G;1302001003
1302001011;BUCHA REDUCAO 1.1/2X1;1302001011
1302001012;TRINCO DE FECHO BATOM;1302001012
1302001014;BARRA ANTIPANICO;1302001014
1302001015;MOLA P/ PORTA MOLA HIDRAULICA;1302001015
1302001016;VALVULA DE ESCOAMENTO PARA PIA;1302001016
1302001017;TORNEIRA AUTOMATICA DECA 1173C;1302001017
1302001018;SIFAO SANFONADO 31,3CM BRANCO;1302001018
1302001024;TUBO ISOLANTE 1/4;1302001024
1302001034;PORCA 3/8;1302001034
1302001035;FECHADURA PORTA DE ENTRADA.;1302001035
1302001037;FITA ADESIVA 48X50 TELADA;1302001037
1302001044;CORDA TRANCADA NYLON;1302001044
1302001046;UNIAO SOLDAVEL PVC 60MM;1302001046
1302001050;FITA ISOLANTE 3M 20M;1302001050
1302001051;FITA ISOLANTE 3M IMPRIAL 20M;1302001051
1302001056;"PARAFUSO ALEN CHATA 1/2 X 3""";1302001056
1302001058;BROCA DE VIDEA���20;1302001058
1302001061;ELETRODO 7018 4 MM;1302001061
1302001063;CURVA 45 PVC 40MM;1302001063
1302001066;FLEXIVEL PARA AGUA 1/2;1302001066
1302001090;PARAFUSO CABECA LENTILHA C/ TR;1302001090
1302001093;"CONDUITE EMBORACHADO 3/4""";1302001093
1302001100;PARAFUSOS AUTO BROCANTE;1302001100
1302001101;"DISCO DE CORTE ACO INOX 4 1/2""";1302001101
1302001105;"PORCA 1/4""";1302001105
1302001106;"ARRUELA 1/4""";1302001106
1302001109;CONJUNTO DE FECHADURA LA FONTE;1302001109
1302001111;BUCHA DRYWALL 10MM;1302001111
1302001112;BARRA TUBO REDONDO 1/2X3MT;1302001112
1302001118;PARAFUSO 5X6;1302001118
1302001120;ABRACADEIRA LARGA INOX 1/2;1302001120
1302001121;ABRACADEIRA LARGA INOX 3/4;1302001121
1302001123;ABRACADEIRA LARGA INOX 1 1/2;1302001123
1302001126;MANGUEIRA PNEUMATICA 3/8;1302001126
1302001128;ENGATE RAPIDO;1302001128
1302001129;ESPIGAO 1/4 X 3/8;1302001129
1302001134;"REGISTRO DE ESFERA 1/2""";1302001134
1302001135;"""TEE"" (1/2"")";1302001135
1302001138;FILTRO REDUTOR DE CLORO;1302001138
1302001139;"CONECTOR MACHO ROSCA BSPT 1/2""";1302001139
1302001142;TABUA 15X2 CM X 3 MT DE PINU;1302001142
1302001148;SILICONE BRANCO;1302001148
1302001152;MOLA PARA TETO;1302001152
1302001153;ESGUICHO LATAO JATO SOLIDO;1302001153
1302001155;SUPORTE DE PARADE;1302001155
1302001158;REBITE DE ALUMINIO 4X10MM;1302001158
1302001159;ELETRODO 6013   2,25MM;1302001159
1302001160;"DISCO DE CORTE  4 1/2""";1302001160
1302001163;PARAFUSO AUTOBROCANTE SEXTAVAD;1302001163
1302001174;"JUNCAO EM Y 1/2""";1302001174
1302001175;ASSENTO SANITARIO PCD;1302001175
1302001178;PRESILHA PARA CABO DE ACO;1302001178
1302001199;SUPORTE DO ACABAMENTO MONTANA;1302001199
1302001200;OBTURADOR PARA CAIXA EMBUTIDA;1302001200
1302001201;KIT REPARO MECANISMO E TAMPA;1302001201
1302001202;TORNEIRA BOIA PFC P MONTANA;1302001202
1302001217;DESEMPENADEIRA DE ACO LISA;1302001217
1302001218;TARGETA (63MM);1302001218
1302001222;"DISCO DE CORTE 12""";1302001222
1302001238;BOTAO DE EMERGENCIA;1302001238
1302001240;FUSIVEIS 10 A,5A,15A,20A;1302001240
1302001243;TERMINAL DE ENCAIXE FEMEA;1302001243
1302001246;GRAXA AZUL;1302001246
1302001248;DESENGRIPANTE EM SPRAY;1302001248
1302001249;LIMPA CONTATO ELETRICO;1302001249
1302001260;VALVULA OVAL P/ LAVATORIO INOX;1302001260
1302001262;� BUCHA PARA GESSO COM PARAFUS;1302001262
1302001268;PORCA OLHAL;1302001268
1302001275;JOELHO SOLD 3/4X 90;1302001275
1302001277;CAP PARA ESGOTO 10MM;1302001277
1302001278;TRANQUETA BASE 2 FUROS;1302001278
1302001283;TUBO DE ESGOTO 75MM 6 MT;1302001283
1302001286;PARAFUSO PHILIPS 4,5X6,0;1302001286
1302001288;LATAO ESPIGAO 1/2X3/8;1302001288
1302001292;ABRACADEIRA PLAS 3X100MM PRETA;1302001292
1302001293;KIT INSTALACAO MICTORIO FM713;1302001293
1302001306;DOBRADICA 86MM X 57MM CINZA;1302001306
1302001308;BATENTE HORIZONTAL BRANCO;1302001308
1302001318;MICTORIO C/ SIFAO INTEGRADO;1302001318
1302001328;CT* PARAFUSO METAL 13 BROCA;1302001328
1302001333;"NIPLE 1/2"" LATAO / COBRE";1302001333
1302001339;PARAFUSO CABECA CHATA 10MM;1302001339
1302001340;PARAFUSO CABECA CHATA 08MM;1302001340
1302001341;BUCHA DE ABA 8MM;1302001341
1302001342;PARAFUSO CABECA CHATA 6MM;1302001342
1302001343;BUCHA DE ABA 6MM;1302001343
1302001344;CHUVEIRO LORENZETTI 220V 7500W;1302001344
1302001355;PONTEIRA DE BORRACHA 20 X 60MM;1302001355
1302001366;BOIA CX DAGUA 3/4;1302001366
1302001371;FITA DUPLA FACE 25MM X 20;1302001371
1302001375;� KIT C/100 GANCHO P/TELHA VIR;1302001375
1302001376;� PARAFUSO 3,5 X 35MM CHIPBOAR;1302001376
1302001378;PARAFUSO CABECA CHATA 1/2 X4;1302001378
1302001392;JOGO DE BROCAS HSS POINTTEQ PA;1302001392
1302001394;CHAVE DE FENDA PONTA CHATA 8X1;1302001394
1302001400;"ESQUADRO CARPINTEIRO 12"" 300MM STARRET K53M - 300";1302001400
1302001409;LIXA N���100 PARE;1302001409
1302001413;DESENTUPIDOR DE BORRACHA VASO;1302001413
1302001416;SIFAO PARA PIA LAVATORIO PVC;1302001416
1302001420;"LUVA AZUL COLA E ROSCA 3/4""";1302001420
1302001422;BUCHA PARA DRYWALL BUCHA PARA;1302001422
1302001426;ROLO DE TELA ALAMBRADO FIO 14;1302001426
1302001427;JOGO DE PONTEIRAS TIPO SOQUETE;1302001427
1302001428;CHAVE DE IMPACTO DEWALT A BATE;1302001428
1302001431;"DISCO DE CORTE 4"" 1/2 X 1/8 X";1302001431
1302001432;"DISCO DE CORTE 7"" 1/16 X 7/8""";1302001432
1302001437;BOTOEIRA;1302001437
1302001446;CATALISADOR;1302001446
1302001449;KIT COMPL CAIXA ACOPLADA;1302001449
1302001462;PLUG 2P+T 10A-250V PB FEMEA TM;1302001462
1302001465;BOIA DE NIVEL;1302001465
1302001472;FITA ISOLANTE 33+ 19MMX20M PRO;1302001472
1302001474;BUCHA NY NATURAL 8MM;1302001474
1302001480;LUVA PVC MARROM 1';1302001480
1302001481;LUVA PVC MARROM 3/4;1302001481
1302001483;BUCHA REDUCAO 1'X3/4;1302001483
1302001490;FURADEIRA E PARAFUSADEIRA DE I;1302001490
1302001500;JOGO DE CHAVE DE FENDA COM 06;1302001500
1302001501;JOGO DE CHAVE COMBINADA COM CA;1302001501
1302001503;JOGO DE CHAVE ALLEN ABAULADA 1,5+ A 10MM COM 09 PECAS BELZER;1302001503
1302001510;MARTELO UNHA 29MM COM CABO FIB;1302001510
1302001514;"ALICATE UNIVERSAL 08"" BELZER";1302001514
1302001523;JOGO DE BITS SEXTAVADO SOQUETE;1302001523
1302001526;ESTILETE RETRATIL TRAPEZOIDAL;1302001526
1302001527;TRENA 08 METROS;1302001527
1302001532;ALICATE DE PRESSAO UNIVERSAL;1302001532
1302001534;"ALICATE BOMBA D'AGUA 12"" GEDOR";1302001534
1302001539;BROCA SDS PLUS 10MM WIDEA COMP;1302001539
1302001540;BROCA SDS PLUS 13MM WIDEA COMP;1302001540
1302001541;BROCA SDS PLUS 20MM WIDEA COMP;1302001541
1302001546;JOGO DE CHAVE TORX ACO TIPO L COM 10 PECAS GEDORE;1302001546
1302001547;JOGO DE CHAVE GRIFO CANO TUBO;1302001547
1302001548;"NIVEL DE ALIMINIO 12"" MAGNETICO";1302001548
1302001550;CADEADO LT-30 PADO;1302001550
1302001552;ESPELHO 80X50;1302001552
1302001558;PROTETOR DE COLUNA PARA PORTA;1302001558
1302001560;TINTA EPOXI VERMELHO SEGURANCA;1302001560
1302001561;ROLO DE LA ANTI RESPINGO 23CM;1302001561
1302001562;ROLO LA DE CARNEIRO 23CM;1302001562
1302001564;MAQUINA DE SOLDA;1302001564
1302001569;TINTA ACRILICA ACETINADA - COR;1302001569
1302001571;REBITE 4X12 FIX ALL;1302001571
1302001572;REBITE 4X8X25 FIX ALL;1302001572
1302001573;REBITE 3,2X8,0 FIX ALL;1302001573
1302001576;COTOVELO PVC 90 100MM;1302001576
1302001577;LUVA DE PVC ESGOTO 100MM;1302001577
1302001584;MASSA PARA  ACABAMENTO DRYWALL;1302001584
1302001585;REJUNTE BRANCO;1302001585
1302001586;REBITE ALUMINIO RM 525;1302001586
1302001591;PARAFUSO SEXTAVADO M8 X 20;1302001591
1302001593;PARAFUSOS SEXTAVADO;1302001593
1302001597;FECHADURA ARMARIO 871/22MM;1302001597
1302001598;ANEL DE VEDACAO P/ ESGOTO 75;1302001598
